client_no,round_no,instance_count,f1,roc,messages_sent,messages_recv
0,0,309,0.65,0.94,13,23
1,0,71,0.58,0.88,13,23
2,0,513,0.81,0.95,13,23
0,1,618,0.79,0.96,26,46
1,1,142,0.74,0.94,26,46
2,1,1025,0.83,0.96,26,46
0,2,926,0.8,0.96,39,69
1,2,213,0.72,0.94,39,69
2,2,1537,0.82,0.96,39,69
0,3,1234,0.82,0.96,52,92
1,3,284,0.72,0.94,52,92
2,3,2049,0.84,0.96,52,92
0,4,1542,0.81,0.96,65,115
1,4,354,0.73,0.95,65,115
2,4,2561,0.85,0.96,65,115
