client_no,round_no,instance_count,f1,roc,messages_sent,messages_recv
0,0,309,0.71,0.94,2,24
1,0,71,0.55,0.87,14,25
2,0,513,0.8,0.95,26,26
0,1,618,0.79,0.95,28,50
1,1,142,0.66,0.94,40,51
2,1,1025,0.83,0.96,52,52
0,2,926,0.8,0.96,54,76
1,2,213,0.69,0.93,66,77
2,2,1537,0.84,0.96,78,78
0,3,1234,0.8,0.95,80,102
1,3,284,0.71,0.94,92,103
2,3,2049,0.84,0.96,104,104
0,4,1542,0.81,0.95,106,128
1,4,354,0.72,0.95,118,129
2,4,2561,0.86,0.96,130,130
