client_no,round_no,instance_count,f1,roc,messages_sent,messages_recv
0,0,605,0.77,0.96,1,12
1,0,287,0.6,0.95,13,13
0,1,1210,0.81,0.96,14,25
1,1,574,0.77,0.95,26,26
0,2,1815,0.85,0.96,27,38
1,2,860,0.84,0.95,39,39
0,3,2420,0.83,0.97,40,51
1,3,1146,0.82,0.96,52,52
0,4,3025,0.86,0.96,53,64
1,4,1432,0.83,0.96,65,65
