client_no,round_no,instance_count,f1,roc,messages_sent,messages_recv
0,0,88,0.24,0.88,13,23
1,0,47,0.35,0.67,13,23
2,0,86,0.17,0.74,13,23
0,1,176,0.62,0.93,26,46
1,1,94,0.12,0.81,26,46
2,1,172,0.26,0.93,26,46
0,2,264,0.79,0.95,39,69
1,2,141,0.56,0.86,39,69
2,2,258,0.78,0.94,39,69
0,3,351,0.78,0.94,52,92
1,3,188,0.69,0.91,52,92
2,3,343,0.71,0.9,52,92
0,4,438,0.75,0.95,65,115
1,4,234,0.68,0.88,65,115
2,4,428,0.76,0.94,65,115
